Data_file_name,Column_name,Shapefile_name,Unit_count,Subject_population,Year,Measure,Variable1,Variable1_category,Field_name_alias
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_103,VAR_1_103,Individual,Census usually resident population count,2013,Count,Birthplace (broad geographic areas),United Kingdom and Ireland,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Birthplace (broad geographic areas - United Kingdom and Ireland)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_104,VAR_1_104,Individual,Census usually resident population count,2013,Count,Birthplace (broad geographic areas),Europe (excl United Kingdom and Ireland),"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Birthplace (broad geographic areas - Europe (excl United Kingdom and Ireland))"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_105,VAR_1_105,Individual,Census usually resident population count,2013,Count,Birthplace (broad geographic areas),North America,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Birthplace (broad geographic areas - North America)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_106,VAR_1_106,Individual,Census usually resident population count,2013,Count,Birthplace (broad geographic areas),Asia,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Birthplace (broad geographic areas - Asia)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_107,VAR_1_107,Individual,Census usually resident population count,2013,Count,Birthplace (broad geographic areas),Middle East and Africa,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Birthplace (broad geographic areas - Middle East and Africa)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_108,VAR_1_108,Individual,Census usually resident population count,2013,Count,Birthplace (broad geographic areas),Other,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Birthplace (broad geographic areas - Other)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_109,VAR_1_109,Individual,Census usually resident population count,2013,Count,Birthplace (broad geographic areas),Not elsewhere included,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Birthplace (broad geographic areas - Not elsewhere included)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_110,VAR_1_110,Individual,Census usually resident population count,2013,Count,Birthplace (broad geographic areas),Total,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Birthplace (broad geographic areas - Total)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_111,VAR_1_111,Individual,Census usually resident population count,2013,Count,Birthplace (broad geographic areas),Total stated,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Birthplace (broad geographic areas - Total stated)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_112,VAR_1_112,Individual,Census usually resident population count,2018,Count,Birthplace (broad geographic areas),New Zealand,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Birthplace (broad geographic areas - New Zealand)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_113,VAR_1_113,Individual,Census usually resident population count,2018,Count,Birthplace (broad geographic areas),Australia,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Birthplace (broad geographic areas - Australia)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_114,VAR_1_114,Individual,Census usually resident population count,2018,Count,Birthplace (broad geographic areas),Pacific Islands,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Birthplace (broad geographic areas - Pacific Islands)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_115,VAR_1_115,Individual,Census usually resident population count,2018,Count,Birthplace (broad geographic areas),United Kingdom and Ireland,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Birthplace (broad geographic areas - United Kingdom and Ireland)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_116,VAR_1_116,Individual,Census usually resident population count,2018,Count,Birthplace (broad geographic areas),Europe (excl United Kingdom and Ireland),"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Birthplace (broad geographic areas - Europe (excl United Kingdom and Ireland))"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_117,VAR_1_117,Individual,Census usually resident population count,2018,Count,Birthplace (broad geographic areas),North America,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Birthplace (broad geographic areas - North America)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_118,VAR_1_118,Individual,Census usually resident population count,2018,Count,Birthplace (broad geographic areas),Asia,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Birthplace (broad geographic areas - Asia)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_119,VAR_1_119,Individual,Census usually resident population count,2018,Count,Birthplace (broad geographic areas),Middle East and Africa,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Birthplace (broad geographic areas - Middle East and Africa)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_120,VAR_1_120,Individual,Census usually resident population count,2018,Count,Birthplace (broad geographic areas),Other,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Birthplace (broad geographic areas - Other)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_121,VAR_1_121,Individual,Census usually resident population count,2018,Count,Birthplace (broad geographic areas),Not elsewhere included,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Birthplace (broad geographic areas - Not elsewhere included)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_122,VAR_1_122,Individual,Census usually resident population count,2018,Count,Birthplace (broad geographic areas),Total,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Birthplace (broad geographic areas - Total)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_123,VAR_1_123,Individual,Census usually resident population count,2018,Count,Birthplace (broad geographic areas),Total stated,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Birthplace (broad geographic areas - Total stated)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_124,VAR_1_124,Individual,Census usually resident population count,2023,Count,Birthplace (broad geographic areas),New Zealand,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Birthplace (broad geographic areas - New Zealand)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_125,VAR_1_125,Individual,Census usually resident population count,2023,Count,Birthplace (broad geographic areas),Australia,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Birthplace (broad geographic areas - Australia)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_126,VAR_1_126,Individual,Census usually resident population count,2023,Count,Birthplace (broad geographic areas),Pacific Islands,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Birthplace (broad geographic areas - Pacific Islands)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_127,VAR_1_127,Individual,Census usually resident population count,2023,Count,Birthplace (broad geographic areas),United Kingdom and Ireland,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Birthplace (broad geographic areas - United Kingdom and Ireland)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_128,VAR_1_128,Individual,Census usually resident population count,2023,Count,Birthplace (broad geographic areas),Europe (excl United Kingdom and Ireland),"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Birthplace (broad geographic areas - Europe (excl United Kingdom and Ireland))"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_129,VAR_1_129,Individual,Census usually resident population count,2023,Count,Birthplace (broad geographic areas),North America,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Birthplace (broad geographic areas - North America)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_130,VAR_1_130,Individual,Census usually resident population count,2023,Count,Birthplace (broad geographic areas),Asia,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Birthplace (broad geographic areas - Asia)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_131,VAR_1_131,Individual,Census usually resident population count,2023,Count,Birthplace (broad geographic areas),Middle East and Africa,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Birthplace (broad geographic areas - Middle East and Africa)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_132,VAR_1_132,Individual,Census usually resident population count,2023,Count,Birthplace (broad geographic areas),Other,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Birthplace (broad geographic areas - Other)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_133,VAR_1_133,Individual,Census usually resident population count,2023,Count,Birthplace (broad geographic areas),Not elsewhere included,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Birthplace (broad geographic areas - Not elsewhere included)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_134,VAR_1_134,Individual,Census usually resident population count,2023,Count,Birthplace (broad geographic areas),Total,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Birthplace (broad geographic areas - Total)"
